ID,Name,Name_es,Exercise type,BodyPart,Equipment,Gender,Target,Synergist
5028,Dumbbell Goblet Split Squat,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Gluteus Medius, Soleus, Tensor Fasciae Latae"
5030,Push-up Jack,,Strength,Chest,Body weight,Male,,
5031,Medicine Ball Lying Leg Raise,,Strength,Waist,Medicine Ball,Male,"Iliopsoas, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae"
5032,Leg Raise Oblique Crunch,,Strength,Waist,Body weight,Male,"Gluteus Medius, Iliopsoas, Obliques","Quadriceps, Rectus Abdominis, Tensor Fasciae Latae"
5033,Cable Single Arm Triceps Pushdown (Rope Attachment),,Strength,Upper Arms,Cable,Male,Triceps Brachii,
5034,Landmine One Arm Bent Over Row (Version 2),,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
5035,Weighted Hyperextension,,Strength,Hips,Weighted,Male,Erector Spinae,"Gluteus Maximus, Hamstrings"
5036,Exercise Ball Leg Curl,,Strength,Thighs,Stability ball,Male,Hamstrings,"Gastrocnemius, Sartorius, Soleus"
5038,Double Jump Rope (male),,Aerobic,Cardio,Body weight,Male,,
5040,Lying Prone A,,Strength,Back,Body weight,Male,,
5041,Lying Prone T,,Strength,Back,Body weight,Male,,
5042,Lying Prone W,,Strength,Back,Body weight,Male,,
5043,Lying Prone W to T,,Strength,Back,Body weight,Male,,
5044,Lying Prone W to Y,,Strength,Back,Body weight,Male,,
5045,Reverse Plank on Elbows,,Strength,Waist,Body weight,Male,,
5046,V Sit Toe Tap,,Strength,Waist,Body weight,Male,,
5047,Side Bridge with Bent Leg (male),,Strength,Hips,Body weight,Male,,
5048,Superman W to Y,,Strength,Hips,Body weight,Male,,
5049,Superman W,,Strength,Hips,Body weight,Male,,
5050,Lying Alternate Toe Touch Floor,,Strength,Hips,Body weight,Male,,
5051,Glute Ham Twist,,Strength,Waist,Body weight,Male,,
5052,Single Leg Calf Raise Off Step,,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus
5054,Crab Pose (male),,Stretching,Stretching,Body weight,Male,,
5055,Dead Hang Stretch,,Stretching,Stretching,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis"
5057,Kneeling Forward Hip Circles,,Strength,Hips,Body weight,Male,,
5058,Kneeling Neck Stretch,,Stretching,Stretching,Body weight,Male,,
5059,Heel Press,,Stretching,Stretching,Body weight,Male,,
5060,Prone Cervical Extension,,Strength,Neck,Body weight,Male,,
5061,Prone Cervical Extension Isometric Hold,,Strength,Neck,Body weight,Male,,
5062,Lying Chin Tucks,,Strength,Neck,Body weight,Male,,
5063,Seated Chin Tuck,,Strength,Neck,Body weight,Male,,
5064,Dumbbell Kneeling Hold to Stand Clean grip,,Strength,Thighs,Dumbbell,Male,,
5065,Dumbbell Shoulder Internal Rotation at 90 Abduction,,Strength,Back,Dumbbell,Male,,
5066,Dumbbell Squat to Overhead Press,,Strength,Thighs,Dumbbell,Male,,
5067,Dumbbell Incline Squeeze Press,,Strength,Upper Arms,Dumbbell,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
5068,Weighted Incline Svend Press,,Strength,Upper Arms,Weighted,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii"
5069,Kettlebell Lunge with Twist,,Strength,Thighs,Kettlebell,Male,,
5070,Kettlebell Rear Lunge,,Strength,Thighs,Kettlebell,Male,,
5071,Kettlebell Single Arm Overhead Lunge,,Strength,Thighs,Kettlebell,Male,,
5072,Kettlebell Sit-up Press,,Strength,Waist,Kettlebell,Male,,
5073,Kettlebell Sumo Squat (VERSION 2),,Strength,Hips,Kettlebell,Male,,
5074,Landmine Press,,Strength,Shoulders,Body weight,Male,,
5075,Barbell Muscle Clean,,Strength,Weightlifting,Barbell,Male,,
5076,Dumbbell Overhead Lunge,,Strength,Thighs,Dumbbell,Male,,
5077,Bodyweight Svend Press,,Strength,Chest,Body weight,Male,,
5078,Seated Chest Clam (male),,Stretching,Stretching,Body weight,Male,,
5079,Lying Floor Fly,,Strength,Chest,Body weight,Male,,
5080,Palm-up   Palm down Rotation (male),,Strength,Shoulders,Body weight,Male,,
5081,Seated Sky Look (male),,Stretching,Stretching,Body weight,Male,,
5087,Cable Shoulder 90 degrees External Rotation,,Strength,Back,Cable,Male,"Teres Major, Teres Minor ",Deltoid Posterior
5088,Cable Shoulder Internal Rotation,,Strength,Shoulders,Cable,Male,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",
5089,Cable Shoulder 90 degrees Internal Rotation,,Strength,Back,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head"
5090,Cable Standing Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
5091,Barbell Reverse Grip Bench Press,,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
5092,Dumbbell Single Arm Underhand Front Raise,,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
5093,Dumbbell Single Arm Floor Press,,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
5094,Landmine Single Arm Press,,Strength,Shoulders,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
5095,Dumbbell Single Arm Overhead Lunge,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
5096,Single Arm Overhead Dumbbell Squat,,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
5097,Dumbbell Single Arm Alternate Decline Bench Press,,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
5098,Dumbbell Single Arm Alternate Fly,,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior"
5101,Dumbbell Single Power Clean,,Strength,Weightlifting,Dumbbell,Male,,
5106,Alternate Toe Tap Leg Lift,,Strength,Hips,Body weight,Male,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius"
5107,Captains Chair Leg Raise,,Strength,Hips,Body weight,Male,,
5108,Dumbbell Wood Chop Squat,,Strength,Waist,Dumbbell,Male,"Deltoid Anterior, Erector Spinae, Gluteus Maximus, Obliques, Quadriceps","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Rectus Abdominis, Serratus Anterior, Soleus"
5118,Cable Twist (VERSION 2) (male),,Strength,Waist,Cable,Male,,
5119,Dumbbell Deadlift (VERSION 2) (male),,Strength,Hips,Dumbbell,Male,,
5120,Cable Kickback (male),,Strength,Hips,Cable,Male,,
5121,Dumbbell Sumo Squat (male),,Strength,"Hips, Thighs",Dumbbell,Male,,
5122,Barbell Clean and Jerk,,Strength,Weightlifting,Barbell,Male,,
5123,Cable Reverse Grip Pulldown,,Strength,Back,Cable,Male,,
5126,Standing Ab Twist (male),,Strength,Waist,Body weight,Male,Obliques,Rectus Abdominis
5142,Smith Hang Clean,,Strength,Weightlifting,Smith machine,Male,,
5143,Power Sled Drag,,Strength,Weightlifting,Power Sled,Male,,
5144,Medicine Ball Chest Pass against Wall,,Strength,Chest,Medicine Ball,Male,,
5145,Posterior Neck Isometric,,Strength,Neck,Body weight,Male,Sternocleidomastoid,
5146,Hangback Bar Stretch,,Stretching,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
5147,Resistance Band Assisted Front Rack Stretch,,Stretching,Back,Resistance Band,Male,"Infraspinatus, Subscapularis, Teres Minor ",
5148,Jumping Single Leg Lunge,,Aerobic,Plyometrics,Body weight,Male,,
5151,Kipping Handstand Push-up,,Strength,Shoulders,Body weight,Male,,
5152,Bodyweight Kneeling Hold to Stand,,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
5154,Lateral Step-up,,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
5155,Lateral Step-up with Knee Drive,,Strength,Thighs,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Pectineous, Quadriceps","Gracilis, Soleus, Tensor Fasciae Latae"
5156,Mountain Climber Slide with Towel,,Aerobic,Plyometrics,Body weight,Male,,
5157,Plank Jack on Elbows,,Aerobic,Plyometrics,Body weight,Male,,
5158,Plank Jack Slide with Towel,,Strength,Waist,Body weight,Male,"Gluteus Medius, Rectus Abdominis","Deltoid Anterior, Gluteus Maximus, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Tensor Fasciae Latae"
5159,Plank on Hands,,Strength,Waist,Body weight,Male,Rectus Abdominis,"Deltoid Anterior, Gluteus Maximus, Obliques, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Tensor Fasciae Latae"
5160,Incline Close Grip Push-up,,Strength,Upper Arms,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Triceps Brachii",Deltoid Anterior
5161,Medicine Ball Throw Squat with Wall,,Strength,Shoulders,Medicine Ball,Male,,
5162,Seated Neck Stretch,,Stretching,Neck,Body weight,Male,"Splenius, Trapezius Upper Fibers ",
5166,Single Leg Box Jump,,Aerobic,Plyometrics,Body weight,Male,,
5167,Single Leg Glute Bridge with External Rotation,,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Maximus, Gluteus Medius, Pectineous","Gracilis, Hamstrings, Quadriceps, Tensor Fasciae Latae"
5169,Standing Hip Adduction (VERSION 2),,Strength,Hips,Body weight,Male,"Adductor Brevis, Adductor Longus, Adductor Magnus, Pectineous",Gracilis
5170,Kneeling Pulse (male),,Strength,Hips,Body weight,Male,"Erector Spinae, Gluteus Maximus",Hamstrings
5172,Arm Crossover (male),,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Deltoid Lateral, Serratus Anterior"
5173,Bodyweight Standing Fly (male),,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior"
5174,Wall Pulse (male),,Strength,Upper Arms,Body weight,Male,Triceps Brachii,
5178,Lever Single Leg Extension (plate loaded),,Strength,Thighs,Leverage machine,Male,Quadriceps,
5179,Cable Standing Close Grip Row,,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Middle Fibers, Trapezius Upper Fibers ","Brachialis, Brachioradialis, Deltoid Posterior"
5187,Burpee Long Jump with Push-up (male),,Aerobic,Cardio,Body weight,Male,,
5192,Cluster,,Strength,Weightlifting,Barbell,Male,,
5195,Seated Neck Side Stretch,,Stretching,Stretching,Body weight,Male,,
5201,Dumbbell Waiter Biceps Curl,,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis"
5202,Resistance Band Kneeling Ab Crunch,,Strength,Waist,Resistance Band,Male,Rectus Abdominis,Obliques
5203,Resistance Band Standing Ab Crunch,,Strength,Waist,Resistance Band,Male,Rectus Abdominis,Obliques
5204,Resistance Band Single Arm Overhead Shoulder Press,,Strength,Shoulders,Resistance Band,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
5205,Resistance Band Overhead Shoulder Press,,Strength,Shoulders,Resistance Band,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
5206,Resistance Band Kneeling Ab Crunch (VERSION 2),,Strength,Waist,Resistance Band,Male,Rectus Abdominis,Obliques
5214,Riding Outdoor Bicycle,,Aerobic,Cardio,Body weight,Male,,
5220,Extended Side Angle Yoga Pose,,Stretching,Stretching,Body weight,Male,,
5223,Smith Wide Shrug,,Strength,Back,Smith machine,Male,Trapezius Upper Fibers ,Levator Scapulae
5224,Barbell Wide Shrug,,Strength,Back,Barbell,Male,Trapezius Upper Fibers ,Levator Scapulae
5225,Smith Back Wide Shrug,,Strength,Back,Smith machine,Male,Trapezius Upper Fibers ,Levator Scapulae
5226,Barbell Back Wide Shrug,,Strength,Back,Barbell,Male,Trapezius Upper Fibers ,Levator Scapulae
5228,Myotatic Crunch on Bosu Ball,,Strength,Waist,Bosu ball,Male,Rectus Abdominis,Obliques
5232,Dumbbell Deadlift Bent over Row,,Strength,Back,Dumbbell,Male,,
5233,Cross Body Punch in Squat Position,,Strength,Chest,Body weight,Male,,
5234,Wall Walks,,Aerobic,Plyometrics,Body weight,Male,,
5236,Bent Arms Chin-up,,Strength,Back,Body weight,Male,,
5237,Single Dumbbell Decline Overhead Sit-up,,Strength,Waist,Dumbbell,Male,,
5238,Medicine Ball Lunge with Biceps Curl,,Strength,"Thighs, Upper Arms",Medicine Ball,Male,"Biceps Brachii, Gluteus Maximus, Quadriceps","Adductor Magnus, Brachialis, Brachioradialis, Hamstrings, Soleus"
5239,Dumbbell Biceps Curl with Overhead Extension on Stability Ball,,Strength,Upper Arms,Dumbbell,Male,"Biceps Brachii, Triceps Brachii","Brachialis, Brachioradialis"
5240,EZ-bar Deadlift with Biceps Curl,,Strength,"Hips, Thighs, Upper Arms",EZ Barbell,Male,"Biceps Brachii, Gluteus Maximus, Quadriceps","Adductor Magnus, Brachialis, Brachioradialis, Gastrocnemius, Hamstrings, Soleus"
5241,Old School Reverse Extensions,,Strength,"Back, Upper Arms",Barbell,Male,"Latissimus Dorsi, Triceps Brachii","Deltoid Posterior, Levator Scapulae, Pectoralis Major Sternal Head, Serratus Anterior, Teres Major"
5242,Kneeling Abdominal Draw In,,Strength,Waist,Body weight,Male,Rectus Abdominis,
5243,Cable Lying Triceps Extension (Low),,Strength,Upper Arms,Cable,Male,Triceps Brachii,
5250,Lying Bicycle Crunch,,Strength,Waist,Body weight,Male,"Gluteus Maximus, Iliopsoas, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae"
5261,Dumbbell Incline Shoulders Press,,Strength,Shoulders,Dumbbell,Male,,
5265,45 degree Bycicle Twisting Crunch (male),,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques, Rectus Abdominis","Gluteus Maximus, Quadriceps, Sartorius"
5266,Air Twisting Crunch (male),,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques, Rectus Abdominis","Quadriceps, Sartorius"
5282,Landmine Kneeling Thruster Press,,Strength,"Hips, Shoulders, Thighs",Barbell,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
5284,Dumbbell Sprinter Thrust Chest Press,,Strength,"Chest, Hips",Dumbbell,Male,"Gluteus Maximus, Iliopsoas, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Adductor Magnus, Deltoid Anterior, Hamstrings, Quadriceps"
5286,Standing Hands Position (Pronation-Supination-Neutral),,Strength,Forearms,Body weight,Male,,
5287,Barbell Full Clean,,Strength,Weightlifting,Barbell,Male,,
5297,Cable Kneeling Preacher Curl (male),,Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis"
5298,Dumbbell Preacher Curl (Turned Torso),,Strength,Upper Arms,Dumbbell,Male,Brachialis,"Biceps Brachii, Brachioradialis"
5299,Lever Preacher Curl (Turned Torso),,Strength,Upper Arms,Leverage machine,Male,Brachialis,"Biceps Brachii, Brachioradialis"
5303,Dumbbell Rear Delt Fly (45 degrees),,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
5304,Trap Bar Squat,,Strength,Thighs,Body weight,Male,,
5307,Landmine One Leg Stiff Leg Deadlift,,Strength,Hips,Body weight,Male,,
5308,EZ-Bar Russian Twist Sit-up,,Strength,Waist,EZ Barbell,Male,"Iliopsoas, Obliques, Rectus Abdominis",
5309,EZ-Bar Shoulder Press Sit-up,,Strength,Waist,EZ Barbell,Male,"Deltoid Anterior, Rectus Abdominis",
5310,Elevated Side Lunge,,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Gluteus Medius, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gastrocnemius, Gracilis, Pectineous, Soleus"
5311,Exercise Ball Serratus Wall Slide,,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Serratus Anterior",Deltoid Anterior
5312,Rear Lunge from Deficit,,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus"
5313,Dumbbell Good Morning Squat,,Strength,"Hips, Thighs",Dumbbell,Male,"Erector Spinae, Gluteus Maximus, Quadriceps","Adductor Magnus, Hamstrings, Soleus"
5316,Smith Bent Over Narrow Pronated Grip Row,,Strength,Back,Smith machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior"
5317,Resistance Band Pull Apart (45 degrees),,Strength,Shoulders,Resistance Band,Male,Deltoid Posterior ,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
5326,Lever VMX Multy Mode Rope Lat Pulldown,,Strength,Back,Leverage machine,Male,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major"
5327,Lever T-bar Romanian Deadlift,,Strength,Hips,Leverage machine,Male,,
5328,Barbell Standing Shoulders Press,,Strength,Shoulders,Barbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
5330,Dumbbell Pullover (VERSION 2),,Strength,Back,Dumbbell,Male,,
5332,Weighted Svend Bench Press,,Strength,Upper Arms,Weighted,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
5333,Lever Trunk Rotation,,Strength,Waist,Leverage machine,Male,Obliques,Rectus Abdominis
5335,Kettlebell Swing Clean grip Front Squat Overhead Press,,Strength,Hips,Kettlebell,Male,,
5337,Burpee Push-up Mountain Climber Complex,,Aerobic,Plyometrics,Body weight,Male,,
5349,Lever Abduction Leg Raise,,Stretching,Hips,Leverage machine,Male,"Gluteus Medius, Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Adductor Magnus, Gastrocnemius, Gracilis, Pectineous, Quadriceps, Sartorius"
5369,Cable Kneeling One Arm Row,,Strength,Back,Cable,Male,,
5370,Cable Standing One Arm Hammer Curl with Rope Attachment,,Strength,Upper Arms,Cable,Male,,
5371,Roll Neck Rotation Lying on Floor,,Stretching,Neck,Roll,Male,,
5372,Roll Neck Decompress Lying on Floor,,Stretching,Neck,Roll,Male,,
5373,Roll Forearms Standing Against Wall,,Stretching,Forearms,Roll,Male,,
5374,Roll Biceps Lying on Floor,,Stretching,Upper Arms,Roll,Male,,
5375,Roll Triceps Side Lying on Floor,,Stretching,Upper Arms,Roll,Male,,
5376,Roll Chest Opener Lying on Floor,,Stretching,Chest,Roll,Male,,
5377,Roll Chest Lying on Floor,,Stretching,Chest,Roll,Male,,
5378,Roll Front Shoulder and Chest Lying on Floor,,Stretching,Chest,Roll,Male,,
5379,Roll Posterior Shoulder Lying on Floor,,Stretching,Shoulders,Roll,Male,,
5380,Roll Shoulder Back Rotation Lying on Floor,,Stretching,Shoulders,Roll,Male,,
5381,Roll Rhomboids,,Stretching,Back,Roll,Male,,
5382,Roll Middle Back Lying on Floor,,Stretching,Back,Roll,Male,,
5383,Roll Lower Back (Side) Lying on Floor,,Stretching,Back,Roll,Male,,
5384,Roll Thoracic Spine Lying on Floor,,Stretching,Back,Roll,Male,,
5385,Roll Shoulder Blade Reach Lying on Floor,,Stretching,Back,Roll,Male,,
5386,Roll Around the World Lying on Floor,,Stretching,Back,Roll,Male,,
5387,Roll Erector Spinae Lying on Floor,,Stretching,Hips,Roll,Male,,
5388,Roll Kneeling Upper Back Rotation,,Stretching,Back,Roll,Male,,
5389,Roll Pigeon Stretch,,Stretching,Hips,Roll,Male,,
5390,Roll Glutes Sitting on Floor,,Stretching,Hips,Roll,Male,,
5391,Roll Glute Twist Lying on Floor,,Stretching,Hips,Roll,Male,,
5392,Roll Hamstrings and Glute Sitting on Floor,,Stretching,Thighs,Roll,Male,,
5393,Roll Quadriceps (Vastus Lateralis) Lying on Floor,,Stretching,Thighs,Roll,Male,,
